ENSG00000198886	hsa:4538	Oxidative_phosphorylation;Metabolic_pathways;Thermogenesis;Retrograde_endocannabinoid_signaling;Alzheimer_disease;Parkinson_disease;Amyotrophic_lateral_sclerosis;Huntington_disease;Prion_disease;Pathways_of_neurodegeneration_-_multiple_diseases;Chemical_carcinogenesis_-_reactive_oxygen_species;Diabetic_cardiomyopathy
ENSG00000198786	hsa:4540	Oxidative_phosphorylation;Metabolic_pathways;Thermogenesis;Retrograde_endocannabinoid_signaling;Alzheimer_disease;Parkinson_disease;Amyotrophic_lateral_sclerosis;Huntington_disease;Prion_disease;Pathways_of_neurodegeneration_-_multiple_diseases;Chemical_carcinogenesis_-_reactive_oxygen_species;Diabetic_cardiomyopathy
ENSG00000198695	hsa:4541	Oxidative_phosphorylation;Metabolic_pathways;Thermogenesis;Retrograde_endocannabinoid_signaling;Alzheimer_disease;Parkinson_disease;Amyotrophic_lateral_sclerosis;Huntington_disease;Prion_disease;Pathways_of_neurodegeneration_-_multiple_diseases;Chemical_carcinogenesis_-_reactive_oxygen_species;Diabetic_cardiomyopathy
ENSG00000198727	hsa:4519	Oxidative_phosphorylation;Metabolic_pathways;Cardiac_muscle_contraction;Thermogenesis;Non-alcoholic_fatty_liver_disease;Alzheimer_disease;Parkinson_disease;Amyotrophic_lateral_sclerosis;Huntington_disease;Prion_disease;Pathways_of_neurodegeneration_-_multiple_diseases;Chemical_carcinogenesis_-_reactive_oxygen_species;Diabetic_cardiomyopathy
ENSG00000271254	hsa:102724250	NA
ENSG00000280663	hsa:55251	NA
ENSG00000262826	hsa:65123	NA
ENSG00000273947	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278294	hsa:124907156	NA
ENSG00000278294	hsa:124907485	NA
ENSG00000278294	hsa:124908250	NA
ENSG00000276779	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000276779	hsa:124900568	NA
ENSG00000273735	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275717	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276379	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276433	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275442	hsa:79166	NA
ENSG00000274692	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277484	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275062	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277554	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277272	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277044	hsa:4987	Neuroactive_ligand-receptor_interaction
ENSG00000278074	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000278074	hsa:124900568	NA
ENSG00000277339	hsa:2832	Neuroactive_ligand-receptor_interaction
ENSG00000274807	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000274714	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276876	hsa:4661	NA
ENSG00000277334	hsa:9437	Natural_killer_cell_mediated_cytotoxicity
ENSG00000276885	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000273575	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000273575	hsa:124900568	NA
ENSG00000275786	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275237	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000275237	hsa:124900568	NA
ENSG00000278152	hsa:100132285	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000278152	hsa:124900573	NA
ENSG00000278152	hsa:124900575	NA
ENSG00000277982	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277267	hsa:79166	NA
ENSG00000273510	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274324	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276423	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276534	hsa:3813	NA
ENSG00000276820	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278731	hsa:3803	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278306	hsa:3808	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000277620	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275732	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000275732	hsa:124900568	NA
ENSG00000281362	hsa:339822	NA
ENSG00000274948	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276858	hsa:2204	Phagosome;Staphylococcus_aureus_infection
ENSG00000276328	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274696	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275407	hsa:3803	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278805	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277345	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275914	hsa:3803	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276424	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277616	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000273526	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000278207	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275433	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277650	hsa:3810	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000273738	hsa:2204	Phagosome;Staphylococcus_aureus_infection
ENSG00000277725	hsa:3803	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000273661	hsa:3803	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276044	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000276044	hsa:124900568	NA
ENSG00000274722	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274676	hsa:57292	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274676	hsa:124900569	NA
ENSG00000274842	hsa:79166	NA
ENSG00000274406	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276501	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277355	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000277355	hsa:124900568	NA
ENSG00000275276	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278606	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000278606	hsa:124900568	NA
ENSG00000274782	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275848	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000275848	hsa:124900568	NA
ENSG00000276676	hsa:3810	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276258	hsa:100132285	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276258	hsa:124900575	NA
ENSG00000281935	hsa:196385	Amyotrophic_lateral_sclerosis;Huntington_disease;Pathways_of_neurodegeneration_-_multiple_diseases
ENSG00000275946	hsa:553128	NA
ENSG00000275946	hsa:124900574	NA
ENSG00000274861	hsa:79166	NA
ENSG00000274193	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000274193	hsa:124900568	NA
ENSG00000275008	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274189	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000274189	hsa:124900568	NA
ENSG00000275599	hsa:3808	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000273775	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274830	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274283	hsa:3813	NA
ENSG00000274955	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000274955	hsa:124900568	NA
ENSG00000277078	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276004	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275659	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276084	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276459	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276329	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278248	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000273518	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275080	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277964	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000277964	hsa:124900568	NA
ENSG00000276985	hsa:2204	Phagosome;Staphylococcus_aureus_infection
ENSG00000274518	hsa:100132285	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000274518	hsa:124900575	NA
ENSG00000275436	hsa:553128	NA
ENSG00000274480	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274945	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000274945	hsa:124900568	NA
ENSG00000275351	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275035	hsa:80212	NA
ENSG00000277833	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276357	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276806	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275289	hsa:79166	NA
ENSG00000274826	hsa:79166	NA
ENSG00000278369	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000261992	hsa:57459	NA
ENSG00000275699	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000275699	hsa:124900568	NA
ENSG00000274920	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000273887	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275452	hsa:100132285	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275452	hsa:124900575	NA
ENSG00000276450	hsa:9437	Natural_killer_cell_mediated_cytotoxicity
ENSG00000275970	hsa:2204	Phagosome;Staphylococcus_aureus_infection
ENSG00000274707	hsa:553128	NA
ENSG00000274724	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276247	hsa:79166	NA
ENSG00000263163	hsa:11000	Insulin_resistance
ENSG00000274243	hsa:3810	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276590	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275269	hsa:2204	Phagosome;Staphylococcus_aureus_infection
ENSG00000274120	hsa:79166	NA
ENSG00000278414	hsa:553128	NA
ENSG00000275750	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278327	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276425	hsa:100132285	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276425	hsa:124900575	NA
ENSG00000275421	hsa:3806	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275136	hsa:2204	Phagosome;Staphylococcus_aureus_infection
ENSG00000278304	hsa:3806	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275172	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277963	hsa:79166	NA
ENSG00000278780	hsa:80264	Herpes_simplex_virus_1_infection
ENSG00000273517	hsa:3806	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275521	hsa:9437	Natural_killer_cell_mediated_cytotoxicity
ENSG00000275938	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276686	hsa:57292	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276686	hsa:124900572	NA
ENSG00000274556	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278474	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277317	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274402	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276930	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278201	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000278201	hsa:124900568	NA
ENSG00000278710	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000273528	hsa:79166	NA
ENSG00000273755	hsa:79166	NA
ENSG00000278091	hsa:7639	Herpes_simplex_virus_1_infection
ENSG00000275486	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278442	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277193	hsa:3808	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000274639	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276392	hsa:57292	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000273578	hsa:3803	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278079	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000273794	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278850	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276498	hsa:3813	NA
ENSG00000275288	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277630	hsa:100288966	NA
ENSG00000275050	hsa:7617	Herpes_simplex_virus_1_infection
ENSG00000275262	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276154	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000277596	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278856	hsa:3811	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274563	hsa:3810	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275083	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278793	hsa:124905313	NA
ENSG00000277657	hsa:3808	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000275513	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274108	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000277356	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000263057	hsa:54474	Estrogen_signaling_pathway;Staphylococcus_aureus_infection
ENSG00000278755	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274786	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275937	hsa:553128	NA
ENSG00000262647	hsa:283189	Olfactory_transduction
ENSG00000277885	hsa:100132285	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000277885	hsa:124900575	NA
ENSG00000262068	hsa:83896	NA
ENSG00000276011	hsa:3803	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000263296	hsa:83897	NA
ENSG00000277552	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000262121	hsa:100132386	NA
ENSG00000273502	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000261958	hsa:390174	Olfactory_transduction
ENSG00000263091	hsa:85294	NA
ENSG00000290488	hsa:79166	NA
ENSG00000262191	hsa:504191	Olfactory_transduction
ENSG00000281839	hsa:101927120	NA
ENSG00000263309	hsa:25984	Estrogen_signaling_pathway;Staphylococcus_aureus_infection
ENSG00000276218	hsa:3804	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274438	hsa:100132285	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000274438	hsa:124900575	NA
ENSG00000277362	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000277362	hsa:124900568	NA
ENSG00000276254	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000274788	hsa:79166	NA
ENSG00000277750	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000277750	hsa:124900568	NA
ENSG00000278758	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000275629	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000278726	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000274947	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276243	hsa:79166	NA
ENSG00000278625	hsa:124905334	NA
ENSG00000278025	hsa:9437	Natural_killer_cell_mediated_cytotoxicity
ENSG00000277850	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000277850	hsa:124900568	NA
ENSG00000279566	hsa:7594	Herpes_simplex_virus_1_infection
ENSG00000267728	hsa:81870	NA
ENSG00000275974	hsa:728945	NA
ENSG00000263090	hsa:83899	NA
ENSG00000262512	hsa:85280	NA
ENSG00000274746	hsa:163227	Herpes_simplex_virus_1_infection
ENSG00000262749	hsa:83900	NA
ENSG00000274465	hsa:3813	NA
ENSG00000267635	hsa:100505724	NA
ENSG00000267635	hsa:100507608	NA
ENSG00000274574	hsa:124904616	NA
ENSG00000273990	hsa:124904624	NA
ENSG00000262573	hsa:83899	NA
ENSG00000273757	hsa:6063	NA
ENSG00000262218	hsa:100533177	NA
ENSG00000262896	hsa:85280	NA
ENSG00000263263	hsa:100507608	NA
ENSG00000262221	hsa:100505724	NA
ENSG00000262845	hsa:125115	Estrogen_signaling_pathway;Staphylococcus_aureus_infection
ENSG00000262542	hsa:100533177	NA
ENSG00000279280	hsa:641367	NA
ENSG00000279112	hsa:641367	NA
ENSG00000262594	hsa:81870	NA
ENSG00000280830	hsa:55256	Cysteine_and_methionine_metabolism;Metabolic_pathways
ENSG00000274891	hsa:51112	NA
ENSG00000275416	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276395	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000276310	hsa:3802	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000276465	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000262808	hsa:81851	NA
ENSG00000262731	hsa:728279	NA
ENSG00000263229	hsa:653240	NA
ENSG00000277392	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000262347	hsa:81850	NA
ENSG00000262520	hsa:85354	NA
ENSG00000263243	hsa:3859	Estrogen_signaling_pathway;Staphylococcus_aureus_infection
ENSG00000277028	hsa:115653	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
ENSG00000261862	hsa:83895	NA
ENSG00000262164	hsa:390792	Estrogen_signaling_pathway;Staphylococcus_aureus_infection
ENSG00000275353	hsa:3809	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity
ENSG00000277442	hsa:9437	Natural_killer_cell_mediated_cytotoxicity
ENSG00000275456	hsa:3805	Cellular_senescence;Antigen_processing_and_presentation
ENSG00000275456	hsa:124900568	NA
ENSG00000278809	hsa:3812	Antigen_processing_and_presentation;Natural_killer_cell_mediated_cytotoxicity;Graft-versus-host_disease
